Year,Species,Pounds,Value,Dealers,Trips,Participants,Vessels,Licenses,CONF
2019,Summer Flounder,2025401.25,7292374.78,53,586,211,222,219,
2019,Swordfish,413054.82,1008928.28,12,289,44,44,44,
2019,Thread Herring,25584.00,6173.53,4,49,5,5,5,
2019,Tilefishes,90118.36,334802.08,30,618,76,79,85,
2019,Triggerfishes,165126.24,467136.94,33,793,93,100,102,
2019,Tuna,1490135.67,3440754.07,45,3326,395,423,401,
2019,Wahoo,31493.67,108198.36,35,265,121,122,120,
2019,Weakfish,115665.30,181369.08,72,4463,399,438,409,
2019,White Perch,100991.00,90500.24,50,2433,231,247,239,
2019,Yellow Perch,6339.00,7757.32,18,463,80,81,80,
2020,Amberjacks,150952.00,153252.45,30,850,99,110,104,
2020,American Shad,134590.00,82957.18,36,849,127,116,130,
2020,Bay Scallop,***,***,1,7,2,1,2,*
2020,Blue Crab,13548410.75,20667287.16,201,35070,565,736,627,
2020,Blue Runner,1031.36,958.99,15,145,55,56,56,
2020,Bluefish,1112966.47,668583.08,118,8874,649,742,678,
2020,Catfishes,1227612.85,296500.83,58,6690,315,327,329,
2020,Croaker,570422.81,673426.11,95,3985,426,479,439,
2020,Dolphinfish,51993.91,178382.69,34,397,139,144,143,
2020,Eels,3516.00,9987.42,12,113,36,37,35,
2020,"Finfish, Other",1052279.42,1644137.02,181,12052,987,1101,1042,
2020,Gizzard Shad,313562.00,31356.20,18,1717,98,96,103,
2020,Groupers,199277.14,1108984.32,32,1232,94,111,103,
2020,Hard Clams,71051.59,901973.67,52,5799,302,237,327,
2020,Hickory Shad,68876.00,19063.51,33,1137,142,135,147,
2020,Hog Snapper,11640.38,52352.63,14,166,30,38,34,
2020,King Mackerel,611475.55,1469914.13,35,1904,220,243,245,
2020,Kingfishes,640758.76,1445429.51,114,6144,552,612,578,
2020,Menhaden,599742.14,122682.70,62,2107,218,223,223,
2020,Monkfish/Goosefish,37439.00,24430.33,11,149,64,68,68,
2020,Oyster,829105.54,4553646.77,167,13226,566,531,636,
2020,Porgies,30141.25,72688.23,23,700,77,88,83,
2020,Red Drum,165666.45,434983.68,124,7525,617,671,644,
2020,Scup,38772.00,20825.04,7,56,39,39,39,
2020,Sea bass,272421.86,745087.64,34,903,145,164,155,
2020,Sharks,704497.70,325134.29,16,1353,113,117,115,
2020,"Sharks, Dogfishes",1550617.00,236089.63,14,570,65,71,66,
2020,"Shellfish, Other",294332.31,2123880.36,73,2519,288,292,308,
2020,"Shrimp, Brown",1863556.46,3341641.59,110,1518,246,264,254,
2020,"Shrimp, Pink",29733.01,60817.55,18,134,25,27,25,
2020,"Shrimp, Uncl",29844.16,148536.82,26,599,27,30,30,
2020,"Shrimp, White",7819441.44,18855745.27,146,4452,338,380,357,
2020,Snappers,277174.88,1039710.48,29,1073,90,105,96,
2020,Southern Flounder,479905.26,1057536.05,144,3486,522,534,537,
2020,Spadefish,15007.00,7918.99,21,349,69,74,68,
2020,Spanish Mackerel,1033526.28,1479164.95,95,5171,474,533,496,
2020,Spot,542870.35,805387.41,122,5537,519,581,542,
2020,Spotted Seatrout,568762.57,1269023.55,143,11462,719,821,746,
2020,Striped Bass,123933.00,337123.60,27,3394,163,164,173,
2020,Striped Mullet,1299499.97,651111.87,161,9074,610,697,639,
2020,Summer Flounder,1779864.97,3753777.00,35,503,135,144,140,
2020,Swordfish,409267.24,1320775.40,11,337,44,42,44,
2020,Thread Herring,14498.00,2312.78,3,40,4,4,4,
2020,Tilefishes,115363.40,418132.68,27,581,71,79,75,
2020,Triggerfishes,126655.10,366785.79,26,811,84,97,90,
2020,Tuna,1835478.89,4092784.57,51,3545,430,466,443,
2020,Wahoo,12078.80,40809.31,27,145,72,74,74,
2020,Weakfish,87645.31,114634.27,80,4654,422,476,441,
2020,White Perch,215747.80,240953.18,53,3264,263,271,272,
2020,Yellow Perch,6237.00,9486.68,17,510,77,82,79,
2021,Amberjacks,229788.08,288028.28,28,797,89,100,98,
2021,American Shad,58884.27,73446.01,30,771,126,112,129,
2021,Blue Crab,12819844.25,23951302.26,189,33135,562,705,608,
2021,Blue Runner,2613.60,2786.99,13,205,60,60,61,
2021,Bluefish,1051019.02,643943.67,107,8368,573,643,592,
2021,Catfishes,1985589.50,557912.63,56,7480,328,340,341,
2021,Croaker,540619.85,595624.25,98,4188,405,454,417,
2021,Dolphinfish,26314.10,111702.39,36,354,102,106,108,
2021,Eels,6168.00,15682.69,15,134,40,42,40,
2021,"Finfish, Other",1754114.24,2860720.61,177,12686,984,1084,1018,
2021,Gizzard Shad,229267.00,17358.79,18,1243,94,87,96,
2021,Groupers,186944.52,1053159.89,31,1121,84,91,91,
2021,Hard Clams,81275.15,905421.69,54,5640,278,236,295,
2021,Hickory Shad,95371.50,27475.94,44,1436,184,189,187,
2021,Hog Snapper,13146.64,59431.35,9,137,22,26,26,
2021,King Mackerel,430867.64,1270227.84,33,1515,215,226,240,
2021,Kingfishes,808049.32,1245082.12,111,6284,543,594,561,
2021,Menhaden,430623.16,116423.76,56,1585,178,200,184,
2021,Monkfish/Goosefish,24772.00,15114.15,9,113,62,65,65,
2021,Oyster,1227399.95,6904968.80,166,14937,564,539,619,
2021,Porgies,26527.09,70837.63,23,630,74,82,80,
2021,Red Drum,200824.97,576462.62,115,7879,593,649,608,
2021,Scup,54255.00,24287.21,6,54,35,37,37,
2021,Sea bass,253866.69,827269.06,33,862,135,150,142,
2021,Sharks,593642.50,279414.55,18,1361,104,114,103,
2021,"Sharks, Dogfishes",173669.80,46466.94,13,235,54,54,56,
2021,"Shellfish, Other",204974.52,923735.90,78,2376,275,284,287,
2021,"Shrimp, Brown",2054934.97,3485780.68,110,1717,245,251,251,
2021,"Shrimp, Pink",4564.75,10248.69,14,60,16,18,17,
2021,"Shrimp, Uncl",7852.21,89533.69,17,344,12,14,12,
2021,"Shrimp, White",7085146.68,21106430.01,116,3706,286,313,303,
2021,Snappers,224168.25,927374.39,27,995,80,88,86,
2021,Southern Flounder,485023.66,1446558.49,139,3142,541,564,552,
2021,Spadefish,27489.00,21731.39,29,489,99,107,102,
2021,Spanish Mackerel,1155289.49,1846682.15,91,5176,442,494,460,
2021,Spot,527463.80,785720.64,115,5199,451,498,464,
2021,Spotted Seatrout,695970.31,1758261.33,128,12101,676,766,699,
2021,Striped Bass,27929.60,72626.64,23,1008,130,108,133,
2021,Striped Mullet,2140619.94,1336140.47,148,11445,664,747,682,
2021,Summer Flounder,2081420.10,5775612.75,31,394,129,135,132,
2021,Swordfish,265445.81,1039027.49,12,295,28,26,28,
2021,Thread Herring,15393.00,3078.60,3,20,3,3,3,
2021,Tilefishes,119268.73,464279.24,30,608,73,76,75,
2021,Triggerfishes,67353.15,212691.37,25,715,76,85,81,
2021,Tuna,1602670.17,5578931.93,43,2542,328,353,341,
2021,Wahoo,7343.31,27599.03,26,105,58,56,58,
2021,Weakfish,59533.99,83088.68,77,3704,371,414,380,
2021,White Perch,203239.30,246168.21,51,3543,251,277,261,
2021,Yellow Perch,7207.00,11375.28,16,465,81,81,81,
