"","direction","nofdays","season","year","id"
"1632","SE",14,"winter",2009,"oregonwind.csv"
"1633","SW",22,"winter",2009,"oregonwind.csv"
"1634","W",7,"winter",2009,"oregonwind.csv"
"1635","E",8,"spring",2009,"oregonwind.csv"
"1636","N",1,"spring",2009,"oregonwind.csv"
"1637","NE",11,"spring",2009,"oregonwind.csv"
"1638","NW",1,"spring",2009,"oregonwind.csv"
"1639","S",27,"spring",2009,"oregonwind.csv"
"1640","SE",12,"spring",2009,"oregonwind.csv"
"1641","SW",25,"spring",2009,"oregonwind.csv"
"1642","W",6,"spring",2009,"oregonwind.csv"
"1643","E",9,"summer",2009,"oregonwind.csv"
"1644","N",1,"summer",2009,"oregonwind.csv"
"1645","NE",13,"summer",2009,"oregonwind.csv"
"1646","NW",1,"summer",2009,"oregonwind.csv"
"1647","S",18,"summer",2009,"oregonwind.csv"
"1648","SE",10,"summer",2009,"oregonwind.csv"
"1649","SW",36,"summer",2009,"oregonwind.csv"
"1650","W",4,"summer",2009,"oregonwind.csv"
"1651","E",12,"fall",2009,"oregonwind.csv"
"1652","N",5,"fall",2009,"oregonwind.csv"
"1653","NE",9,"fall",2009,"oregonwind.csv"
"1654","NW",11,"fall",2009,"oregonwind.csv"
"1655","S",14,"fall",2009,"oregonwind.csv"
"1656","SE",10,"fall",2009,"oregonwind.csv"
"1657","SW",16,"fall",2009,"oregonwind.csv"
"1658","W",15,"fall",2009,"oregonwind.csv"
"1659","E",4,"winter",2010,"oregonwind.csv"
"1660","N",4,"winter",2010,"oregonwind.csv"
"1661","NE",5,"winter",2010,"oregonwind.csv"
"1662","NW",14,"winter",2010,"oregonwind.csv"
"1663","S",21,"winter",2010,"oregonwind.csv"
"1664","SE",6,"winter",2010,"oregonwind.csv"
"1665","SW",10,"winter",2010,"oregonwind.csv"
"1666","W",26,"winter",2010,"oregonwind.csv"
"1667","E",19,"spring",2010,"oregonwind.csv"
"1668","N",1,"spring",2010,"oregonwind.csv"
"1669","NE",9,"spring",2010,"oregonwind.csv"
"1670","S",20,"spring",2010,"oregonwind.csv"
"1671","SE",14,"spring",2010,"oregonwind.csv"
"1672","SW",27,"spring",2010,"oregonwind.csv"
"1673","W",1,"spring",2010,"oregonwind.csv"
"1674","E",15,"summer",2010,"oregonwind.csv"
"1675","N",1,"summer",2010,"oregonwind.csv"
"1676","NE",16,"summer",2010,"oregonwind.csv"
"1677","S",21,"summer",2010,"oregonwind.csv"
"1678","SE",11,"summer",2010,"oregonwind.csv"
"1679","SW",24,"summer",2010,"oregonwind.csv"
"1680","W",4,"summer",2010,"oregonwind.csv"
"1681","E",7,"fall",2010,"oregonwind.csv"
"1682","N",2,"fall",2010,"oregonwind.csv"
"1683","NE",4,"fall",2010,"oregonwind.csv"
"1684","NW",23,"fall",2010,"oregonwind.csv"
"1685","S",13,"fall",2010,"oregonwind.csv"
"1686","SE",9,"fall",2010,"oregonwind.csv"
"1687","SW",21,"fall",2010,"oregonwind.csv"
"1688","W",13,"fall",2010,"oregonwind.csv"
"1689","E",6,"winter",2011,"oregonwind.csv"
"1690","N",4,"winter",2011,"oregonwind.csv"
"1691","NE",11,"winter",2011,"oregonwind.csv"
"1692","NW",2,"winter",2011,"oregonwind.csv"
"1693","S",20,"winter",2011,"oregonwind.csv"
"1694","SE",17,"winter",2011,"oregonwind.csv"
"1695","SW",19,"winter",2011,"oregonwind.csv"
"1696","W",11,"winter",2011,"oregonwind.csv"
"1697","E",8,"spring",2011,"oregonwind.csv"
"1698","NE",6,"spring",2011,"oregonwind.csv"
"1699","S",32,"spring",2011,"oregonwind.csv"
"1700","SE",13,"spring",2011,"oregonwind.csv"
"1701","SW",29,"spring",2011,"oregonwind.csv"
"1702","W",3,"spring",2011,"oregonwind.csv"
"1703","E",14,"summer",2011,"oregonwind.csv"
"1704","N",1,"summer",2011,"oregonwind.csv"
"1705","NE",13,"summer",2011,"oregonwind.csv"
"1706","S",20,"summer",2011,"oregonwind.csv"
"1707","SE",21,"summer",2011,"oregonwind.csv"
"1708","SW",23,"summer",2011,"oregonwind.csv"
"1709","E",12,"fall",2011,"oregonwind.csv"
"1710","N",3,"fall",2011,"oregonwind.csv"
"1711","NE",13,"fall",2011,"oregonwind.csv"
"1712","NW",9,"fall",2011,"oregonwind.csv"
"1713","S",20,"fall",2011,"oregonwind.csv"
"1714","SE",4,"fall",2011,"oregonwind.csv"
"1715","SW",19,"fall",2011,"oregonwind.csv"
"1716","W",12,"fall",2011,"oregonwind.csv"
"1717","E",5,"winter",2012,"oregonwind.csv"
"1718","N",1,"winter",2012,"oregonwind.csv"
"1719","NE",2,"winter",2012,"oregonwind.csv"
"1720","NW",3,"winter",2012,"oregonwind.csv"
"1721","S",19,"winter",2012,"oregonwind.csv"
"1722","SE",11,"winter",2012,"oregonwind.csv"
"1723","SW",19,"winter",2012,"oregonwind.csv"
"1724","W",7,"winter",2012,"oregonwind.csv"
"1725","E",7,"spring",2012,"oregonwind.csv"
"1726","N",2,"spring",2012,"oregonwind.csv"
"1727","NE",13,"spring",2012,"oregonwind.csv"
"1728","NW",1,"spring",2012,"oregonwind.csv"
"1729","S",28,"spring",2012,"oregonwind.csv"
"1730","SE",12,"spring",2012,"oregonwind.csv"
"1731","SW",23,"spring",2012,"oregonwind.csv"
"1732","W",5,"spring",2012,"oregonwind.csv"
"1733","E",5,"summer",2012,"oregonwind.csv"
"1734","NE",9,"summer",2012,"oregonwind.csv"
"1735","S",27,"summer",2012,"oregonwind.csv"
"1736","SE",16,"summer",2012,"oregonwind.csv"
"1737","SW",31,"summer",2012,"oregonwind.csv"
"1738","W",4,"summer",2012,"oregonwind.csv"
"1739","E",10,"fall",2012,"oregonwind.csv"
"1740","N",6,"fall",2012,"oregonwind.csv"
"1741","NE",5,"fall",2012,"oregonwind.csv"
"1742","NW",8,"fall",2012,"oregonwind.csv"
"1743","S",20,"fall",2012,"oregonwind.csv"
"1744","SE",10,"fall",2012,"oregonwind.csv"
"1745","SW",19,"fall",2012,"oregonwind.csv"
"1746","W",14,"fall",2012,"oregonwind.csv"
"1747","E",8,"winter",2013,"oregonwind.csv"
"1748","NE",3,"winter",2013,"oregonwind.csv"
"1749","NW",10,"winter",2013,"oregonwind.csv"
"1750","S",18,"winter",2013,"oregonwind.csv"
"1751","SE",9,"winter",2013,"oregonwind.csv"
"1752","SW",23,"winter",2013,"oregonwind.csv"
"1753","W",19,"winter",2013,"oregonwind.csv"
"1754","E",11,"spring",2013,"oregonwind.csv"
"1755","N",1,"spring",2013,"oregonwind.csv"
"1756","NE",12,"spring",2013,"oregonwind.csv"
"1757","NW",2,"spring",2013,"oregonwind.csv"
"1758","S",31,"spring",2013,"oregonwind.csv"
"1759","SE",15,"spring",2013,"oregonwind.csv"
"1760","SW",14,"spring",2013,"oregonwind.csv"
"1761","W",4,"spring",2013,"oregonwind.csv"
"1762","E",13,"summer",2013,"oregonwind.csv"
"1763","NE",18,"summer",2013,"oregonwind.csv"
"1764","NW",2,"summer",2013,"oregonwind.csv"
"1765","S",20,"summer",2013,"oregonwind.csv"
"1766","SE",14,"summer",2013,"oregonwind.csv"
"1767","SW",24,"summer",2013,"oregonwind.csv"
"1768","W",1,"summer",2013,"oregonwind.csv"
"1769","E",6,"fall",2013,"oregonwind.csv"
"1770","N",2,"fall",2013,"oregonwind.csv"
"1771","NE",7,"fall",2013,"oregonwind.csv"
"1772","NW",8,"fall",2013,"oregonwind.csv"
"1773","S",18,"fall",2013,"oregonwind.csv"
"1774","SE",15,"fall",2013,"oregonwind.csv"
"1775","SW",23,"fall",2013,"oregonwind.csv"
"1776","W",13,"fall",2013,"oregonwind.csv"
"1777","E",4,"winter",2014,"oregonwind.csv"
"1778","N",3,"winter",2014,"oregonwind.csv"
"1779","NE",4,"winter",2014,"oregonwind.csv"
"1780","NW",11,"winter",2014,"oregonwind.csv"
"1781","S",22,"winter",2014,"oregonwind.csv"
"1782","SE",8,"winter",2014,"oregonwind.csv"
"1783","SW",27,"winter",2014,"oregonwind.csv"
"1784","W",11,"winter",2014,"oregonwind.csv"
"1785","E",13,"spring",2014,"oregonwind.csv"
"1786","N",2,"spring",2014,"oregonwind.csv"
"1787","NE",12,"spring",2014,"oregonwind.csv"
"1788","S",28,"spring",2014,"oregonwind.csv"
"1789","SE",15,"spring",2014,"oregonwind.csv"
"1790","SW",21,"spring",2014,"oregonwind.csv"
"1791","E",15,"summer",2014,"oregonwind.csv"
"1792","N",2,"summer",2014,"oregonwind.csv"
"1793","NE",17,"summer",2014,"oregonwind.csv"
"1794","S",21,"summer",2014,"oregonwind.csv"
"1795","SE",15,"summer",2014,"oregonwind.csv"
"1796","SW",19,"summer",2014,"oregonwind.csv"
"1797","W",3,"summer",2014,"oregonwind.csv"
"1798","E",3,"fall",2014,"oregonwind.csv"
"1799","NE",5,"fall",2014,"oregonwind.csv"
"1800","NW",12,"fall",2014,"oregonwind.csv"
"1801","S",16,"fall",2014,"oregonwind.csv"
"1802","SE",16,"fall",2014,"oregonwind.csv"
"1803","SW",23,"fall",2014,"oregonwind.csv"
"1804","W",17,"fall",2014,"oregonwind.csv"
"1805","E",2,"winter",2015,"oregonwind.csv"
"1806","N",1,"winter",2015,"oregonwind.csv"
"1807","NE",4,"winter",2015,"oregonwind.csv"
"1808","NW",17,"winter",2015,"oregonwind.csv"
"1809","S",20,"winter",2015,"oregonwind.csv"
"1810","SE",6,"winter",2015,"oregonwind.csv"
"1811","SW",25,"winter",2015,"oregonwind.csv"
"1812","W",15,"winter",2015,"oregonwind.csv"
"1813","E",18,"spring",2015,"oregonwind.csv"
"1814","NE",6,"spring",2015,"oregonwind.csv"
"1815","NW",1,"spring",2015,"oregonwind.csv"
"1816","S",29,"spring",2015,"oregonwind.csv"
"1817","SE",15,"spring",2015,"oregonwind.csv"
"1818","SW",18,"spring",2015,"oregonwind.csv"
"1819","W",4,"spring",2015,"oregonwind.csv"
"1820","E",14,"summer",2015,"oregonwind.csv"
"1821","N",1,"summer",2015,"oregonwind.csv"
"1822","NE",22,"summer",2015,"oregonwind.csv"
"1823","S",20,"summer",2015,"oregonwind.csv"
"1824","SE",13,"summer",2015,"oregonwind.csv"
"1825","SW",21,"summer",2015,"oregonwind.csv"
"1826","W",1,"summer",2015,"oregonwind.csv"
"1827","E",13,"fall",2015,"oregonwind.csv"
"1828","N",4,"fall",2015,"oregonwind.csv"
"1829","NE",10,"fall",2015,"oregonwind.csv"
"1830","NW",7,"fall",2015,"oregonwind.csv"
"1831","S",23,"fall",2015,"oregonwind.csv"
"1832","SE",10,"fall",2015,"oregonwind.csv"
"1833","SW",18,"fall",2015,"oregonwind.csv"
"1834","W",7,"fall",2015,"oregonwind.csv"
"1835","E",9,"winter",2016,"oregonwind.csv"
"1836","N",1,"winter",2016,"oregonwind.csv"
"1837","NE",2,"winter",2016,"oregonwind.csv"
"1838","NW",10,"winter",2016,"oregonwind.csv"
"1839","S",25,"winter",2016,"oregonwind.csv"
"1840","SE",13,"winter",2016,"oregonwind.csv"
"1841","SW",21,"winter",2016,"oregonwind.csv"
"1842","W",10,"winter",2016,"oregonwind.csv"
"1843","E",11,"spring",2016,"oregonwind.csv"
"1844","N",1,"spring",2016,"oregonwind.csv"
"1845","NE",8,"spring",2016,"oregonwind.csv"
"1846","NW",2,"spring",2016,"oregonwind.csv"
"1847","S",32,"spring",2016,"oregonwind.csv"
"1848","SE",14,"spring",2016,"oregonwind.csv"
"1849","SW",17,"spring",2016,"oregonwind.csv"
"1850","W",6,"spring",2016,"oregonwind.csv"
"1851","E",16,"summer",2016,"oregonwind.csv"
"1852","N",1,"summer",2016,"oregonwind.csv"
"1853","NE",11,"summer",2016,"oregonwind.csv"
"1854","S",15,"summer",2016,"oregonwind.csv"
"1855","SE",15,"summer",2016,"oregonwind.csv"
"1856","SW",31,"summer",2016,"oregonwind.csv"
"1857","W",3,"summer",2016,"oregonwind.csv"
"1858","E",9,"fall",2016,"oregonwind.csv"
"1859","N",1,"fall",2016,"oregonwind.csv"
"1860","NE",10,"fall",2016,"oregonwind.csv"
"1861","NW",13,"fall",2016,"oregonwind.csv"
"1862","S",22,"fall",2016,"oregonwind.csv"
"1863","SE",9,"fall",2016,"oregonwind.csv"
"1864","SW",12,"fall",2016,"oregonwind.csv"
"1865","W",16,"fall",2016,"oregonwind.csv"
"1866","E",8,"winter",2017,"oregonwind.csv"
"1867","NE",7,"winter",2017,"oregonwind.csv"
"1868","NW",4,"winter",2017,"oregonwind.csv"
"1869","S",31,"winter",2017,"oregonwind.csv"
"1870","SE",6,"winter",2017,"oregonwind.csv"
"1871","SW",16,"winter",2017,"oregonwind.csv"
"1872","W",18,"winter",2017,"oregonwind.csv"
"1873","E",8,"spring",2017,"oregonwind.csv"
"1874","NE",5,"spring",2017,"oregonwind.csv"
"1875","S",26,"spring",2017,"oregonwind.csv"
"1876","SE",20,"spring",2017,"oregonwind.csv"
"1877","SW",28,"spring",2017,"oregonwind.csv"
"1878","W",4,"spring",2017,"oregonwind.csv"
"1879","E",11,"summer",2017,"oregonwind.csv"
"1880","N",2,"summer",2017,"oregonwind.csv"
"1881","NE",15,"summer",2017,"oregonwind.csv"
"1882","NW",3,"summer",2017,"oregonwind.csv"
"1883","S",26,"summer",2017,"oregonwind.csv"
"1884","SE",11,"summer",2017,"oregonwind.csv"
"1885","SW",21,"summer",2017,"oregonwind.csv"
"1886","W",3,"summer",2017,"oregonwind.csv"
"1887","E",8,"fall",2017,"oregonwind.csv"
"1888","NE",14,"fall",2017,"oregonwind.csv"
"1889","NW",8,"fall",2017,"oregonwind.csv"
"1890","S",18,"fall",2017,"oregonwind.csv"
"1891","SE",12,"fall",2017,"oregonwind.csv"
"1892","SW",23,"fall",2017,"oregonwind.csv"
"1893","W",9,"fall",2017,"oregonwind.csv"
"1894","E",9,"winter",2018,"oregonwind.csv"
"1895","N",2,"winter",2018,"oregonwind.csv"
"1896","NE",5,"winter",2018,"oregonwind.csv"
"1897","NW",12,"winter",2018,"oregonwind.csv"
"1898","S",22,"winter",2018,"oregonwind.csv"
"1899","SE",13,"winter",2018,"oregonwind.csv"
"1900","SW",13,"winter",2018,"oregonwind.csv"
"1901","W",14,"winter",2018,"oregonwind.csv"
"1902","E",9,"spring",2018,"oregonwind.csv"
"1903","NE",7,"spring",2018,"oregonwind.csv"
"1904","S",38,"spring",2018,"oregonwind.csv"
"1905","SE",15,"spring",2018,"oregonwind.csv"
"1906","SW",21,"spring",2018,"oregonwind.csv"
"1907","W",1,"spring",2018,"oregonwind.csv"
"1908","E",11,"summer",2018,"oregonwind.csv"
"1909","NE",18,"summer",2018,"oregonwind.csv"
"1910","S",29,"summer",2018,"oregonwind.csv"
"1911","SE",14,"summer",2018,"oregonwind.csv"
"1912","SW",19,"summer",2018,"oregonwind.csv"
"1913","W",1,"summer",2018,"oregonwind.csv"
"1914","E",9,"fall",2018,"oregonwind.csv"
"1915","NE",14,"fall",2018,"oregonwind.csv"
"1916","NW",5,"fall",2018,"oregonwind.csv"
"1917","S",16,"fall",2018,"oregonwind.csv"
"1918","SE",15,"fall",2018,"oregonwind.csv"
"1919","SW",16,"fall",2018,"oregonwind.csv"
"1920","W",17,"fall",2018,"oregonwind.csv"
"1921","E",10,"winter",2019,"oregonwind.csv"
"1922","N",1,"winter",2019,"oregonwind.csv"
"1923","NE",13,"winter",2019,"oregonwind.csv"
"1924","NW",5,"winter",2019,"oregonwind.csv"
"1925","S",24,"winter",2019,"oregonwind.csv"
"1926","SE",9,"winter",2019,"oregonwind.csv"
"1927","SW",18,"winter",2019,"oregonwind.csv"
"1928","W",10,"winter",2019,"oregonwind.csv"
"1929","E",6,"spring",2019,"oregonwind.csv"
"1930","NE",1,"spring",2019,"oregonwind.csv"
"1931","S",17,"spring",2019,"oregonwind.csv"
"1932","SE",4,"spring",2019,"oregonwind.csv"
"1933","SW",12,"spring",2019,"oregonwind.csv"
"1934","W",5,"spring",2019,"oregonwind.csv"
"1935","E",1,"summer",2019,"oregonwind.csv"
"1936","N",1,"summer",2019,"oregonwind.csv"
"1937","NE",6,"summer",2019,"oregonwind.csv"
"1938","S",6,"summer",2019,"oregonwind.csv"
"1939","SE",1,"summer",2019,"oregonwind.csv"
"1940","SW",1,"summer",2019,"oregonwind.csv"
"1941","E",10,"fall",2019,"oregonwind.csv"
"1942","N",3,"fall",2019,"oregonwind.csv"
"1943","NE",11,"fall",2019,"oregonwind.csv"
"1944","NW",7,"fall",2019,"oregonwind.csv"
"1945","S",16,"fall",2019,"oregonwind.csv"
"1946","SE",5,"fall",2019,"oregonwind.csv"
"1947","SW",11,"fall",2019,"oregonwind.csv"
"1948","W",14,"fall",2019,"oregonwind.csv"
"1949","E",6,"winter",2020,"oregonwind.csv"
"1950","N",3,"winter",2020,"oregonwind.csv"
"1951","NE",4,"winter",2020,"oregonwind.csv"
"1952","NW",2,"winter",2020,"oregonwind.csv"
"1953","S",33,"winter",2020,"oregonwind.csv"
"1954","SE",10,"winter",2020,"oregonwind.csv"
"1955","SW",21,"winter",2020,"oregonwind.csv"
"1956","W",12,"winter",2020,"oregonwind.csv"
"1957","E",5,"spring",2020,"oregonwind.csv"
"1958","NE",8,"spring",2020,"oregonwind.csv"
"1959","NW",4,"spring",2020,"oregonwind.csv"
"1960","S",38,"spring",2020,"oregonwind.csv"
"1961","SE",15,"spring",2020,"oregonwind.csv"
"1962","SW",17,"spring",2020,"oregonwind.csv"
"1963","W",4,"spring",2020,"oregonwind.csv"
"1964","E",10,"summer",2020,"oregonwind.csv"
"1965","N",1,"summer",2020,"oregonwind.csv"
"1966","NE",11,"summer",2020,"oregonwind.csv"
"1967","S",13,"summer",2020,"oregonwind.csv"
"1968","SE",21,"summer",2020,"oregonwind.csv"
"1969","SW",34,"summer",2020,"oregonwind.csv"
"1970","W",2,"summer",2020,"oregonwind.csv"
"1971","E",10,"fall",2020,"oregonwind.csv"
"1972","NE",13,"fall",2020,"oregonwind.csv"
"1973","NW",8,"fall",2020,"oregonwind.csv"
"1974","S",17,"fall",2020,"oregonwind.csv"
"1975","SE",17,"fall",2020,"oregonwind.csv"
"1976","SW",18,"fall",2020,"oregonwind.csv"
"1977","W",9,"fall",2020,"oregonwind.csv"
"1978","E",9,"winter",2021,"oregonwind.csv"
"1979","N",1,"winter",2021,"oregonwind.csv"
"1980","NE",7,"winter",2021,"oregonwind.csv"
"1981","NW",13,"winter",2021,"oregonwind.csv"
"1982","S",26,"winter",2021,"oregonwind.csv"
"1983","SE",8,"winter",2021,"oregonwind.csv"
"1984","SW",16,"winter",2021,"oregonwind.csv"
"1985","W",10,"winter",2021,"oregonwind.csv"
"1986","E",11,"spring",2021,"oregonwind.csv"
"1987","N",1,"spring",2021,"oregonwind.csv"
"1988","NE",13,"spring",2021,"oregonwind.csv"
"1989","NW",1,"spring",2021,"oregonwind.csv"
"1990","S",22,"spring",2021,"oregonwind.csv"
"1991","SE",15,"spring",2021,"oregonwind.csv"
"1992","SW",23,"spring",2021,"oregonwind.csv"
"1993","W",5,"spring",2021,"oregonwind.csv"
"1994","E",7,"summer",2021,"oregonwind.csv"
"1995","NE",9,"summer",2021,"oregonwind.csv"
"1996","NW",1,"summer",2021,"oregonwind.csv"
"1997","S",24,"summer",2021,"oregonwind.csv"
"1998","SE",14,"summer",2021,"oregonwind.csv"
"1999","SW",35,"summer",2021,"oregonwind.csv"
"2000","W",2,"summer",2021,"oregonwind.csv"
"2001","E",10,"fall",2021,"oregonwind.csv"
"2002","N",1,"fall",2021,"oregonwind.csv"
"2003","NE",14,"fall",2021,"oregonwind.csv"
"2004","NW",9,"fall",2021,"oregonwind.csv"
"2005","S",14,"fall",2021,"oregonwind.csv"
"2006","SE",13,"fall",2021,"oregonwind.csv"
"2007","SW",20,"fall",2021,"oregonwind.csv"
"2008","W",11,"fall",2021,"oregonwind.csv"
"2009","E",12,"winter",2022,"oregonwind.csv"
"2010","N",4,"winter",2022,"oregonwind.csv"
"2011","NE",9,"winter",2022,"oregonwind.csv"
"2012","NW",6,"winter",2022,"oregonwind.csv"
"2013","S",21,"winter",2022,"oregonwind.csv"
"2014","SE",7,"winter",2022,"oregonwind.csv"
"2015","SW",23,"winter",2022,"oregonwind.csv"
"2016","W",8,"winter",2022,"oregonwind.csv"
"2017","E",12,"spring",2022,"oregonwind.csv"
"2018","N",3,"spring",2022,"oregonwind.csv"
"2019","NE",11,"spring",2022,"oregonwind.csv"
"2020","NW",2,"spring",2022,"oregonwind.csv"
"2021","S",12,"spring",2022,"oregonwind.csv"
"2022","SE",24,"spring",2022,"oregonwind.csv"
"2023","SW",24,"spring",2022,"oregonwind.csv"
"2024","W",3,"spring",2022,"oregonwind.csv"
"2025","E",12,"summer",2022,"oregonwind.csv"
"2026","N",1,"summer",2022,"oregonwind.csv"
"2027","NE",14,"summer",2022,"oregonwind.csv"
"2028","NW",1,"summer",2022,"oregonwind.csv"
"2029","S",13,"summer",2022,"oregonwind.csv"
"2030","SE",11,"summer",2022,"oregonwind.csv"
"2031","SW",38,"summer",2022,"oregonwind.csv"
"2032","W",2,"summer",2022,"oregonwind.csv"
"2033","E",12,"fall",2022,"oregonwind.csv"
"2034","N",3,"fall",2022,"oregonwind.csv"
"2035","NE",16,"fall",2022,"oregonwind.csv"
"2036","NW",8,"fall",2022,"oregonwind.csv"
"2037","S",10,"fall",2022,"oregonwind.csv"
"2038","SE",15,"fall",2022,"oregonwind.csv"
"2039","SW",14,"fall",2022,"oregonwind.csv"
"2040","W",14,"fall",2022,"oregonwind.csv"
"2041","E",5,"winter",2023,"oregonwind.csv"
"2042","NE",8,"winter",2023,"oregonwind.csv"
"2043","NW",4,"winter",2023,"oregonwind.csv"
"2044","S",21,"winter",2023,"oregonwind.csv"
"2045","SE",18,"winter",2023,"oregonwind.csv"
"2046","SW",24,"winter",2023,"oregonwind.csv"
"2047","W",10,"winter",2023,"oregonwind.csv"
"2048","E",11,"spring",2023,"oregonwind.csv"
"2049","N",3,"spring",2023,"oregonwind.csv"
"2050","NE",21,"spring",2023,"oregonwind.csv"
"2051","S",21,"spring",2023,"oregonwind.csv"
"2052","SE",9,"spring",2023,"oregonwind.csv"
"2053","SW",21,"spring",2023,"oregonwind.csv"
"2054","W",5,"spring",2023,"oregonwind.csv"
"2055","E",11,"summer",2023,"oregonwind.csv"
"2056","NE",3,"summer",2023,"oregonwind.csv"
"2057","S",14,"summer",2023,"oregonwind.csv"
"2058","SE",5,"summer",2023,"oregonwind.csv"
"2059","SW",26,"summer",2023,"oregonwind.csv"
"2060","W",2,"summer",2023,"oregonwind.csv"
"2061","E",12,"winter",2005,"wrightsvillewind.csv"
"2062","N",3,"winter",2005,"wrightsvillewind.csv"
"2063","NE",14,"winter",2005,"wrightsvillewind.csv"
"2064","NW",5,"winter",2005,"wrightsvillewind.csv"
"2065","S",13,"winter",2005,"wrightsvillewind.csv"
"2066","SE",10,"winter",2005,"wrightsvillewind.csv"
"2067","SW",22,"winter",2005,"wrightsvillewind.csv"
"2068","W",11,"winter",2005,"wrightsvillewind.csv"
"2069","E",13,"spring",2005,"wrightsvillewind.csv"
"2070","N",2,"spring",2005,"wrightsvillewind.csv"
"2071","NE",11,"spring",2005,"wrightsvillewind.csv"
"2072","S",13,"spring",2005,"wrightsvillewind.csv"
"2073","SE",13,"spring",2005,"wrightsvillewind.csv"
"2074","SW",28,"spring",2005,"wrightsvillewind.csv"
"2075","W",11,"spring",2005,"wrightsvillewind.csv"
"2076","E",12,"summer",2005,"wrightsvillewind.csv"
"2077","N",2,"summer",2005,"wrightsvillewind.csv"
"2078","NE",13,"summer",2005,"wrightsvillewind.csv"
"2079","NW",1,"summer",2005,"wrightsvillewind.csv"
"2080","S",16,"summer",2005,"wrightsvillewind.csv"
"2081","SE",10,"summer",2005,"wrightsvillewind.csv"
"2082","SW",35,"summer",2005,"wrightsvillewind.csv"
"2083","W",3,"summer",2005,"wrightsvillewind.csv"
"2084","E",7,"fall",2005,"wrightsvillewind.csv"
"2085","N",4,"fall",2005,"wrightsvillewind.csv"
"2086","NE",15,"fall",2005,"wrightsvillewind.csv"
"2087","NW",5,"fall",2005,"wrightsvillewind.csv"
"2088","S",13,"fall",2005,"wrightsvillewind.csv"
"2089","SE",12,"fall",2005,"wrightsvillewind.csv"
"2090","SW",21,"fall",2005,"wrightsvillewind.csv"
"2091","W",15,"fall",2005,"wrightsvillewind.csv"
"2092","E",3,"winter",2006,"wrightsvillewind.csv"
"2093","NE",2,"winter",2006,"wrightsvillewind.csv"
"2094","NW",7,"winter",2006,"wrightsvillewind.csv"
"2095","S",17,"winter",2006,"wrightsvillewind.csv"
"2096","SE",10,"winter",2006,"wrightsvillewind.csv"
"2097","SW",35,"winter",2006,"wrightsvillewind.csv"
"2098","W",13,"winter",2006,"wrightsvillewind.csv"
"2099","E",7,"spring",2006,"wrightsvillewind.csv"
"2100","NE",4,"spring",2006,"wrightsvillewind.csv"
"2101","NW",1,"spring",2006,"wrightsvillewind.csv"
"2102","S",17,"spring",2006,"wrightsvillewind.csv"
"2103","SE",10,"spring",2006,"wrightsvillewind.csv"
"2104","SW",36,"spring",2006,"wrightsvillewind.csv"
"2105","W",10,"spring",2006,"wrightsvillewind.csv"
"2106","E",10,"summer",2006,"wrightsvillewind.csv"
"2107","N",1,"summer",2006,"wrightsvillewind.csv"
"2108","NE",9,"summer",2006,"wrightsvillewind.csv"
"2109","NW",1,"summer",2006,"wrightsvillewind.csv"
"2110","S",13,"summer",2006,"wrightsvillewind.csv"
"2111","SE",15,"summer",2006,"wrightsvillewind.csv"
"2112","SW",35,"summer",2006,"wrightsvillewind.csv"
"2113","W",8,"summer",2006,"wrightsvillewind.csv"
"2114","E",16,"fall",2006,"wrightsvillewind.csv"
"2115","N",2,"fall",2006,"wrightsvillewind.csv"
"2116","NE",12,"fall",2006,"wrightsvillewind.csv"
"2117","NW",5,"fall",2006,"wrightsvillewind.csv"
"2118","S",13,"fall",2006,"wrightsvillewind.csv"
"2119","SE",7,"fall",2006,"wrightsvillewind.csv"
"2120","SW",19,"fall",2006,"wrightsvillewind.csv"
"2121","W",18,"fall",2006,"wrightsvillewind.csv"
"2122","E",10,"winter",2007,"wrightsvillewind.csv"
"2123","N",1,"winter",2007,"wrightsvillewind.csv"
"2124","NE",6,"winter",2007,"wrightsvillewind.csv"
"2125","NW",8,"winter",2007,"wrightsvillewind.csv"
"2126","S",11,"winter",2007,"wrightsvillewind.csv"
"2127","SE",13,"winter",2007,"wrightsvillewind.csv"
"2128","SW",23,"winter",2007,"wrightsvillewind.csv"
"2129","W",18,"winter",2007,"wrightsvillewind.csv"
"2130","E",13,"spring",2007,"wrightsvillewind.csv"
"2131","N",1,"spring",2007,"wrightsvillewind.csv"
"2132","NE",9,"spring",2007,"wrightsvillewind.csv"
"2133","NW",3,"spring",2007,"wrightsvillewind.csv"
"2134","S",11,"spring",2007,"wrightsvillewind.csv"
"2135","SE",8,"spring",2007,"wrightsvillewind.csv"
"2136","SW",27,"spring",2007,"wrightsvillewind.csv"
"2137","W",12,"spring",2007,"wrightsvillewind.csv"
"2138","E",13,"summer",2007,"wrightsvillewind.csv"
"2139","NE",14,"summer",2007,"wrightsvillewind.csv"
"2140","S",16,"summer",2007,"wrightsvillewind.csv"
"2141","SE",15,"summer",2007,"wrightsvillewind.csv"
"2142","SW",31,"summer",2007,"wrightsvillewind.csv"
"2143","W",3,"summer",2007,"wrightsvillewind.csv"
"2144","E",10,"fall",2007,"wrightsvillewind.csv"
"2145","N",2,"fall",2007,"wrightsvillewind.csv"
"2146","NE",18,"fall",2007,"wrightsvillewind.csv"
"2147","NW",8,"fall",2007,"wrightsvillewind.csv"
"2148","S",12,"fall",2007,"wrightsvillewind.csv"
