Estimate Status,Year,Species_group,Sub_group,Released_alive_B2,PSE
FINAL,2007,DRUMS,SPOT,4049250,17.3
FINAL,2007,DRUMS,SPOTTED SEATROUT,2224814,19.6
FINAL,2007,DRUMS,WEAKFISH,355375,32.9
FINAL,2007,EELS,EELS,9043,58.6
FINAL,2007,FLOUNDERS,OTHER FLOUNDERS,2373255,9.5
FINAL,2007,FLOUNDERS,SUMMER FLOUNDER,2248,97.7
FINAL,2007,GRUNTS,OTHER GRUNTS,10660,59
FINAL,2007,GRUNTS,PIGFISH,1430793,18.5
FINAL,2007,GRUNTS,WHITE GRUNT,14319,52.2
FINAL,2007,HERRINGS,HERRINGS,185306,42.5
FINAL,2007,JACKS,BLUE RUNNER,12814,68.6
FINAL,2007,JACKS,CREVALLE JACK,84,98.7
FINAL,2007,JACKS,FLORIDA POMPANO,757063,22.9
FINAL,2007,JACKS,OTHER JACKS,32606,34.7
FINAL,2007,MULLETS,MULLETS,1971803,18.1
FINAL,2007,OTHER FISHES,OTHER FISHES,1013824,13.1
FINAL,2007,PORGIES,OTHER PORGIES,4461,100.1
FINAL,2007,PORGIES,PINFISHES,6657810,10.8
FINAL,2007,PORGIES,RED PORGY,20857,44.7
FINAL,2007,PORGIES,SHEEPSHEAD,334014,34.2
FINAL,2007,PUFFERS,PUFFERS,265158,22.3
FINAL,2007,SEA BASSES,BLACK SEA BASS,1672116,12.3
FINAL,2007,SEA BASSES,EPINEPHELUS GROUPERS,111021,34.7
FINAL,2007,SEA BASSES,MYCTEROPERCA GROUPERS,152967,48.3
FINAL,2007,SEA BASSES,OTHER SEA BASSES,1315836,22.4
FINAL,2007,SEAROBINS,SEAROBINS,258339,18.2
FINAL,2007,SNAPPERS,OTHER SNAPPERS,124,100.8
FINAL,2007,SNAPPERS,VERMILION SNAPPER,39025,45.6
FINAL,2007,TEMPERATE BASSES,STRIPED BASS,201421,52.9
FINAL,2007,TEMPERATE BASSES,WHITE PERCH,33081,80.6
FINAL,2007,TOADFISHES,TOADFISHES,226617,16.6
FINAL,2007,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,13841,36.8
FINAL,2007,TUNAS AND MACKERELS,KING MACKEREL,53549,29.4
FINAL,2007,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,115324,31.3
FINAL,2007,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,24105,38.1
FINAL,2007,TUNAS AND MACKERELS,SPANISH MACKEREL,340027,16.5
FINAL,2007,WRASSES,OTHER WRASSES,4568,97.7
FINAL,2007,WRASSES,TAUTOG,7186,68
FINAL,2008,BARRACUDAS,BARRACUDAS,17468,36.6
FINAL,2008,BLUEFISH,BLUEFISH,5146870,9.8
FINAL,2008,CARTILAGINOUS FISHES,DOGFISH SHARKS,405531,55.6
FINAL,2008,CARTILAGINOUS FISHES,OTHER SHARKS,5062788,18.6
FINAL,2008,CARTILAGINOUS FISHES,SKATES/RAYS,1685185,16.5
FINAL,2008,CATFISHES,FRESHWATER CATFISHES,8309,54.9
FINAL,2008,DOLPHINS,DOLPHINS,2393,56.7
FINAL,2008,DRUMS,ATLANTIC CROAKER,3274873,11.6
FINAL,2008,DRUMS,BLACK DRUM,548931,25.2
FINAL,2008,DRUMS,KINGFISHES,2344633,14.2
FINAL,2008,DRUMS,OTHER DRUM,2635852,26.9
FINAL,2008,DRUMS,RED DRUM,1510133,14.4
FINAL,2008,DRUMS,SILVER PERCH,101691,42.2
FINAL,2008,DRUMS,SPOT,3817529,15.4
FINAL,2008,DRUMS,SPOTTED SEATROUT,2226578,20
FINAL,2008,DRUMS,WEAKFISH,236165,26.5
FINAL,2008,EELS,EELS,22522,66.1
FINAL,2008,FLOUNDERS,OTHER FLOUNDERS,3667339,8.9
FINAL,2008,FLOUNDERS,SUMMER FLOUNDER,8389,82.4
FINAL,2008,GRUNTS,OTHER GRUNTS,29331,52.6
FINAL,2008,GRUNTS,PIGFISH,1502518,23.5
FINAL,2008,GRUNTS,WHITE GRUNT,17906,82.9
FINAL,2008,HERRINGS,HERRINGS,877922,73.2
FINAL,2008,JACKS,BLUE RUNNER,411686,91.4
FINAL,2008,JACKS,FLORIDA POMPANO,841824,21.3
FINAL,2008,JACKS,GREATER AMBERJACK,17393,54.7
FINAL,2008,JACKS,OTHER JACKS,254511,33.3
FINAL,2008,MULLETS,MULLETS,1235008,21.1
FINAL,2008,OTHER FISHES,OTHER FISHES,929073,12.6
FINAL,2008,PORGIES,OTHER PORGIES,1222,98.6
FINAL,2008,PORGIES,PINFISHES,6828804,10.5
FINAL,2008,PORGIES,RED PORGY,101946,47.7
FINAL,2008,PORGIES,SHEEPSHEAD,172604,22.4
FINAL,2008,PUFFERS,PUFFERS,1135438,21
FINAL,2008,SEA BASSES,BLACK SEA BASS,1056171,14
FINAL,2008,SEA BASSES,EPINEPHELUS GROUPERS,23603,46
FINAL,2008,SEA BASSES,MYCTEROPERCA GROUPERS,58821,24.7
FINAL,2008,SEA BASSES,OTHER SEA BASSES,794303,16.4
FINAL,2008,SEAROBINS,SEAROBINS,336408,18.8
FINAL,2008,SNAPPERS,OTHER SNAPPERS,4083,81.2
FINAL,2008,SNAPPERS,RED SNAPPER,572,74.3
FINAL,2008,SNAPPERS,VERMILION SNAPPER,19263,37.4
FINAL,2008,TEMPERATE BASSES,STRIPED BASS,402075,53.9
FINAL,2008,TEMPERATE BASSES,WHITE PERCH,369,101.9
FINAL,2008,TOADFISHES,TOADFISHES,344887,24.6
FINAL,2008,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,8821,84
FINAL,2008,TUNAS AND MACKERELS,KING MACKEREL,41283,43.9
FINAL,2008,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,33205,31.3
FINAL,2008,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,146708,25.4
FINAL,2008,TUNAS AND MACKERELS,SPANISH MACKEREL,806280,18.5
FINAL,2008,WRASSES,OTHER WRASSES,19470,96.6
FINAL,2008,WRASSES,TAUTOG,5137,63.3
FINAL,2009,BARRACUDAS,BARRACUDAS,20831,47.5
FINAL,2009,BLUEFISH,BLUEFISH,6447822,12.5
FINAL,2009,CARTILAGINOUS FISHES,DOGFISH SHARKS,175626,45.6
FINAL,2009,CARTILAGINOUS FISHES,OTHER SHARKS,2443017,15.6
FINAL,2009,CARTILAGINOUS FISHES,SKATES/RAYS,2216003,17.8
FINAL,2009,CATFISHES,FRESHWATER CATFISHES,7900,74.1
FINAL,2009,CODS AND HAKES,OTHER CODS/HAKES,229704,67.7
FINAL,2009,DOLPHINS,DOLPHINS,4480,51.7
FINAL,2009,DRUMS,ATLANTIC CROAKER,5623278,11.1
FINAL,2009,DRUMS,BLACK DRUM,411358,28.3
FINAL,2009,DRUMS,KINGFISHES,4711527,13.8
FINAL,2009,DRUMS,OTHER DRUM,1188939,26.9
FINAL,2009,DRUMS,RED DRUM,1238158,16
FINAL,2009,DRUMS,SILVER PERCH,479403,61.3
FINAL,2009,DRUMS,SPOT,4847202,12.6
FINAL,2009,DRUMS,SPOTTED SEATROUT,4462890,25.7
FINAL,2009,DRUMS,WEAKFISH,494626,31.9
FINAL,2009,EELS,EELS,7531,59.6
FINAL,2009,FLOUNDERS,OTHER FLOUNDERS,4051616,10.6
FINAL,2009,GRUNTS,OTHER GRUNTS,85379,70.9
FINAL,2009,GRUNTS,PIGFISH,1857462,15.9
FINAL,2009,GRUNTS,WHITE GRUNT,5058,59
FINAL,2009,HERRINGS,HERRINGS,1241738,29.2
FINAL,2009,JACKS,BLUE RUNNER,97,57.4
FINAL,2009,JACKS,FLORIDA POMPANO,755251,18.8
FINAL,2009,JACKS,GREATER AMBERJACK,9226,50.3
FINAL,2009,JACKS,OTHER JACKS,124562,47
FINAL,2009,MULLETS,MULLETS,1428515,23
FINAL,2009,OTHER FISHES,OTHER FISHES,792575,14
FINAL,2009,PORGIES,OTHER PORGIES,18728,89.5
FINAL,2009,PORGIES,PINFISHES,7918712,11.3
FINAL,2009,PORGIES,RED PORGY,10979,85.5
FINAL,2009,PORGIES,SHEEPSHEAD,299221,25.2
FINAL,2009,PUFFERS,PUFFERS,693436,27.1
FINAL,2009,SEA BASSES,BLACK SEA BASS,1681278,14.5
FINAL,2009,SEA BASSES,EPINEPHELUS GROUPERS,18974,38
FINAL,2009,SEA BASSES,MYCTEROPERCA GROUPERS,25228,42.8
FINAL,2009,SEA BASSES,OTHER SEA BASSES,614914,19
FINAL,2009,SEAROBINS,SEAROBINS,226062,18.3
FINAL,2009,SNAPPERS,OTHER SNAPPERS,18426,63.4
FINAL,2009,SNAPPERS,RED SNAPPER,249,65.7
FINAL,2009,SNAPPERS,VERMILION SNAPPER,42030,60.2
FINAL,2009,TEMPERATE BASSES,STRIPED BASS,289940,27.7
FINAL,2009,TOADFISHES,TOADFISHES,222869,17.9
FINAL,2009,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,23042,45.1
FINAL,2009,TUNAS AND MACKERELS,KING MACKEREL,23639,33.2
FINAL,2009,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,83453,30.4
FINAL,2009,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,254665,47.7
FINAL,2009,TUNAS AND MACKERELS,SPANISH MACKEREL,752806,20.7
FINAL,2009,WRASSES,TAUTOG,5018,76.3
FINAL,2010,BARRACUDAS,BARRACUDAS,6152,36
FINAL,2010,BLUEFISH,BLUEFISH,7419644,12.3
FINAL,2010,CARTILAGINOUS FISHES,DOGFISH SHARKS,362012,22
FINAL,2010,CARTILAGINOUS FISHES,OTHER SHARKS,3242653,9.7
FINAL,2010,CARTILAGINOUS FISHES,SKATES/RAYS,2693156,14.8
FINAL,2010,CATFISHES,FRESHWATER CATFISHES,13296,42
FINAL,2010,CODS AND HAKES,OTHER CODS/HAKES,37983,49.2
FINAL,2010,DOLPHINS,DOLPHINS,5759,50.4
FINAL,2010,DRUMS,ATLANTIC CROAKER,4571287,9.8
FINAL,2010,DRUMS,BLACK DRUM,427577,27.4
FINAL,2010,DRUMS,KINGFISHES,4465523,12.1
FINAL,2010,DRUMS,OTHER DRUM,555571,49.6
FINAL,2010,DRUMS,RED DRUM,1670693,10.1
FINAL,2010,DRUMS,SILVER PERCH,337774,31.6
FINAL,2010,DRUMS,SPOT,3615808,14.4
FINAL,2010,DRUMS,SPOTTED SEATROUT,7657503,19.7
FINAL,2010,DRUMS,WEAKFISH,739955,30.4
FINAL,2010,EELS,EELS,25580,73.4
FINAL,2010,FLOUNDERS,GULF FLOUNDER,1681,103.3
FINAL,2010,FLOUNDERS,OTHER FLOUNDERS,4438710,7.8
FINAL,2010,FLOUNDERS,SOUTHERN FLOUNDER,1758,73.2
FINAL,2010,FLOUNDERS,SUMMER FLOUNDER,5983,68.9
FINAL,2010,GRUNTS,OTHER GRUNTS,27709,47
FINAL,2010,GRUNTS,PIGFISH,2394225,13.3
FINAL,2010,GRUNTS,WHITE GRUNT,14384,44.2
FINAL,2010,HERRINGS,HERRINGS,827386,22.1
FINAL,2010,JACKS,BLUE RUNNER,22804,89
FINAL,2010,JACKS,FLORIDA POMPANO,1099167,22.5
FINAL,2010,JACKS,GREATER AMBERJACK,4773,55.3
FINAL,2010,JACKS,OTHER JACKS,55584,29.8
FINAL,2010,MULLETS,MULLETS,1152500,23.8
FINAL,2010,OTHER FISHES,OTHER FISHES,1059233,11.6
FINAL,2010,PORGIES,OTHER PORGIES,1193,101.4
FINAL,2010,PORGIES,PINFISHES,10814323,8.6
FINAL,2010,PORGIES,RED PORGY,5230,63
FINAL,2010,PORGIES,SCUP,372,100.2
FINAL,2010,PORGIES,SHEEPSHEAD,190823,22.3
FINAL,2010,PUFFERS,PUFFERS,1883325,21.3
FINAL,2010,SEA BASSES,BLACK SEA BASS,2223822,16.9
FINAL,2010,SEA BASSES,EPINEPHELUS GROUPERS,23791,30.6
FINAL,2010,SEA BASSES,MYCTEROPERCA GROUPERS,42033,36.8
FINAL,2010,SEA BASSES,OTHER SEA BASSES,248669,45.1
FINAL,2010,SEAROBINS,SEAROBINS,181711,19
FINAL,2010,SNAPPERS,OTHER SNAPPERS,2528,92.1
FINAL,2010,SNAPPERS,RED SNAPPER,3702,60.1
FINAL,2010,SNAPPERS,VERMILION SNAPPER,20927,49.6
FINAL,2010,TEMPERATE BASSES,STRIPED BASS,332311,28.1
FINAL,2010,TEMPERATE BASSES,WHITE PERCH,29752,92
FINAL,2010,TOADFISHES,TOADFISHES,366656,11.9
FINAL,2010,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,21872,74.4
FINAL,2010,TUNAS AND MACKERELS,KING MACKEREL,9734,36
FINAL,2010,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,66459,26.4
FINAL,2010,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,62989,30.4
FINAL,2010,TUNAS AND MACKERELS,SPANISH MACKEREL,701634,33
FINAL,2010,WRASSES,OTHER WRASSES,11512,87.3
FINAL,2010,WRASSES,TAUTOG,11583,79.4
FINAL,2011,BARRACUDAS,BARRACUDAS,5286,50.3
FINAL,2011,BLUEFISH,BLUEFISH,7150476,10.9
FINAL,2011,CARTILAGINOUS FISHES,DOGFISH SHARKS,607971,24.8
FINAL,2011,CARTILAGINOUS FISHES,OTHER SHARKS,2313598,12.6
FINAL,2011,CARTILAGINOUS FISHES,SKATES/RAYS,1858443,13
FINAL,2011,CATFISHES,FRESHWATER CATFISHES,17338,42.2
FINAL,2011,CODS AND HAKES,OTHER CODS/HAKES,103759,50.3
FINAL,2011,DOLPHINS,DOLPHINS,16217,87.8
FINAL,2011,DRUMS,ATLANTIC CROAKER,7005152,13.6
FINAL,2011,DRUMS,BLACK DRUM,711755,23.1
FINAL,2011,DRUMS,KINGFISHES,2631056,10.2
FINAL,2011,DRUMS,OTHER DRUM,71913,40.8
FINAL,2011,DRUMS,RED DRUM,587369,13.4
FINAL,2011,DRUMS,SILVER PERCH,219913,24.8
FINAL,2011,DRUMS,SPOT,4993544,11.5
FINAL,2011,DRUMS,SPOTTED SEATROUT,7420553,12.6
FINAL,2011,DRUMS,WEAKFISH,374910,27.7
FINAL,2011,EELS,EELS,22905,52.6
FINAL,2011,FLOUNDERS,OTHER FLOUNDERS,3221019,8.7
FINAL,2011,FLOUNDERS,SUMMER FLOUNDER,4988,49.1
FINAL,2011,GRUNTS,OTHER GRUNTS,61191,45.6
FINAL,2011,GRUNTS,PIGFISH,2316470,11.7
FINAL,2011,GRUNTS,WHITE GRUNT,25807,43.5
FINAL,2011,HERRINGS,HERRINGS,813125,58.4
FINAL,2011,JACKS,BLUE RUNNER,34735,47.3
FINAL,2011,JACKS,CREVALLE JACK,147331,83.4
FINAL,2011,JACKS,FLORIDA POMPANO,1421287,17.1
FINAL,2011,JACKS,GREATER AMBERJACK,9295,94.5
FINAL,2011,JACKS,OTHER JACKS,248574,30.6
FINAL,2011,MULLETS,MULLETS,652032,29.3
FINAL,2011,OTHER FISHES,OTHER FISHES,1272268,13.6
FINAL,2011,PORGIES,OTHER PORGIES,1223,85.5
FINAL,2011,PORGIES,PINFISHES,8871607,9.4
FINAL,2011,PORGIES,RED PORGY,1524,99.2
FINAL,2011,PORGIES,SCUP,878,100.3
FINAL,2011,PORGIES,SHEEPSHEAD,78821,26
FINAL,2011,PUFFERS,PUFFERS,1787784,15.1
FINAL,2011,SEA BASSES,BLACK SEA BASS,2569950,9.1
FINAL,2011,SEA BASSES,EPINEPHELUS GROUPERS,6423,44.8
FINAL,2011,SEA BASSES,MYCTEROPERCA GROUPERS,34215,46.9
FINAL,2011,SEA BASSES,OTHER SEA BASSES,13626,66.1
FINAL,2011,SEAROBINS,SEAROBINS,157844,19.6
FINAL,2011,SNAPPERS,OTHER SNAPPERS,2364,78.6
FINAL,2011,SNAPPERS,RED SNAPPER,2118,39.2
FINAL,2011,SNAPPERS,VERMILION SNAPPER,369,51.8
FINAL,2011,TEMPERATE BASSES,STRIPED BASS,811450,17.9
FINAL,2011,TEMPERATE BASSES,WHITE PERCH,21022,33.9
FINAL,2011,TOADFISHES,TOADFISHES,261823,13.3
FINAL,2011,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,3063,72.6
FINAL,2011,TUNAS AND MACKERELS,KING MACKEREL,851,72.9
FINAL,2011,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,30347,37.7
FINAL,2011,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,51417,35
FINAL,2011,TUNAS AND MACKERELS,SPANISH MACKEREL,479586,15.5
FINAL,2011,WRASSES,OTHER WRASSES,9801,72.6
FINAL,2012,BARRACUDAS,BARRACUDAS,6661,34.3
FINAL,2012,BLUEFISH,BLUEFISH,3268032,8.7
FINAL,2012,CARTILAGINOUS FISHES,DOGFISH SHARKS,197177,33.4
FINAL,2012,CARTILAGINOUS FISHES,OTHER SHARKS,1888737,12.5
FINAL,2012,CARTILAGINOUS FISHES,SKATES/RAYS,1075385,12
FINAL,2012,CATFISHES,FRESHWATER CATFISHES,15868,38.2
FINAL,2012,CODS AND HAKES,OTHER CODS/HAKES,40477,47.7
FINAL,2012,DOLPHINS,DOLPHINS,4800,37.5
FINAL,2012,DRUMS,ATLANTIC CROAKER,3878710,8.7
FINAL,2012,DRUMS,BLACK DRUM,397155,18.7
FINAL,2012,DRUMS,KINGFISHES,3665650,9.3
FINAL,2012,DRUMS,OTHER DRUM,66810,32.2
FINAL,2012,DRUMS,RED DRUM,4939534,11.4
FINAL,2012,DRUMS,SILVER PERCH,297961,22.8
FINAL,2012,DRUMS,SPOT,2995879,13.2
FINAL,2012,DRUMS,SPOTTED SEATROUT,4916356,10
FINAL,2012,DRUMS,WEAKFISH,381441,17.7
FINAL,2012,EELS,EELS,11576,33.9
FINAL,2012,FLOUNDERS,OTHER FLOUNDERS,4029604,10.1
FINAL,2012,FLOUNDERS,SUMMER FLOUNDER,1013,101.1
FINAL,2012,GRUNTS,OTHER GRUNTS,33370,51.4
FINAL,2012,GRUNTS,PIGFISH,1793064,9.8
FINAL,2012,GRUNTS,WHITE GRUNT,19332,65
FINAL,2012,HERRINGS,HERRINGS,290484,38.6
FINAL,2012,JACKS,BLUE RUNNER,19785,51.8
FINAL,2012,JACKS,CREVALLE JACK,56852,72.7
FINAL,2012,JACKS,FLORIDA POMPANO,1079328,19.2
FINAL,2012,JACKS,GREATER AMBERJACK,3379,50.1
FINAL,2012,JACKS,OTHER JACKS,183579,40.5
FINAL,2012,MULLETS,MULLETS,351044,35.9
FINAL,2012,OTHER FISHES,OTHER FISHES,1802757,9.4
FINAL,2012,PORGIES,OTHER PORGIES,16701,43.8
FINAL,2012,PORGIES,PINFISHES,11975481,8.6
FINAL,2012,PORGIES,RED PORGY,6817,49
FINAL,2012,PORGIES,SCUP,6798,99.6
FINAL,2012,PORGIES,SHEEPSHEAD,269226,23.2
FINAL,2012,PUFFERS,PUFFERS,2460201,10
FINAL,2012,SEA BASSES,BLACK SEA BASS,4650495,8.4
FINAL,2012,SEA BASSES,EPINEPHELUS GROUPERS,9281,35.1
FINAL,2012,SEA BASSES,MYCTEROPERCA GROUPERS,50713,27.8
FINAL,2012,SEA BASSES,OTHER SEA BASSES,72102,30.9
FINAL,2012,SEAROBINS,SEAROBINS,572307,11.8
FINAL,2012,SNAPPERS,OTHER SNAPPERS,15152,57.3
FINAL,2012,SNAPPERS,RED SNAPPER,12302,81.6
FINAL,2012,SNAPPERS,VERMILION SNAPPER,20282,49.5
FINAL,2012,TEMPERATE BASSES,STRIPED BASS,505972,20.8
FINAL,2012,TEMPERATE BASSES,WHITE PERCH,37510,52.7
FINAL,2012,TOADFISHES,TOADFISHES,321809,15
FINAL,2012,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,7683,54
FINAL,2012,TUNAS AND MACKERELS,KING MACKEREL,6385,38.1
FINAL,2012,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,59160,25.7
FINAL,2012,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,51944,30.5
FINAL,2012,TUNAS AND MACKERELS,SPANISH MACKEREL,591792,16.4
FINAL,2012,WRASSES,OTHER WRASSES,195,99.4
FINAL,2012,WRASSES,TAUTOG,43154,80.3
FINAL,2013,BARRACUDAS,BARRACUDAS,7722,51.8
FINAL,2013,BLUEFISH,BLUEFISH,7050725,11.4
FINAL,2013,CARTILAGINOUS FISHES,DOGFISH SHARKS,2100519,39.9
FINAL,2013,CARTILAGINOUS FISHES,OTHER SHARKS,5843967,12.3
FINAL,2013,CARTILAGINOUS FISHES,SKATES/RAYS,1966648,13.7
FINAL,2013,CATFISHES,FRESHWATER CATFISHES,3987,38.7
FINAL,2013,CODS AND HAKES,OTHER CODS/HAKES,56506,75.4
FINAL,2013,DOLPHINS,DOLPHINS,5315,55
FINAL,2013,DRUMS,ATLANTIC CROAKER,6729556,10.5
FINAL,2013,DRUMS,BLACK DRUM,497334,27.7
FINAL,2013,DRUMS,KINGFISHES,6069054,9.9
FINAL,2013,DRUMS,OTHER DRUM,42624,47.9
FINAL,2013,DRUMS,RED DRUM,1892171,11.6
FINAL,2013,DRUMS,SILVER PERCH,227334,32.2
FINAL,2013,DRUMS,SPOT,5513732,12.1
FINAL,2013,DRUMS,SPOTTED SEATROUT,4278671,11.7
FINAL,2013,DRUMS,WEAKFISH,252362,19
FINAL,2013,EELS,EELS,43991,23.9
FINAL,2013,FLOUNDERS,OTHER FLOUNDERS,4013343,11.7
FINAL,2013,FLOUNDERS,SOUTHERN FLOUNDER,618,100
FINAL,2013,FLOUNDERS,SUMMER FLOUNDER,1534,100.5
FINAL,2013,GRUNTS,OTHER GRUNTS,46153,51.6
FINAL,2013,GRUNTS,PIGFISH,1914017,13.1
FINAL,2013,GRUNTS,WHITE GRUNT,11631,46.6
FINAL,2013,HERRINGS,HERRINGS,577101,40.4
FINAL,2013,JACKS,BLUE RUNNER,13679,62.6
FINAL,2013,JACKS,CREVALLE JACK,80214,42.7
FINAL,2013,JACKS,FLORIDA POMPANO,2967947,20.8
FINAL,2013,JACKS,GREATER AMBERJACK,21209,53.3
FINAL,2013,JACKS,OTHER JACKS,198477,35.2
FINAL,2013,MULLETS,MULLETS,849417,36.8
FINAL,2013,OTHER FISHES,OTHER FISHES,1456908,11.8
FINAL,2013,PORGIES,OTHER PORGIES,10385,62.2
FINAL,2013,PORGIES,PINFISHES,10496593,9.3
FINAL,2013,PORGIES,RED PORGY,11046,52.1
FINAL,2013,PORGIES,SCUP,7682,100.5
FINAL,2013,PORGIES,SHEEPSHEAD,391809,20.3
FINAL,2013,PUFFERS,PUFFERS,816318,21.1
FINAL,2013,SEA BASSES,BLACK SEA BASS,3041126,9.8
FINAL,2013,SEA BASSES,EPINEPHELUS GROUPERS,10468,43.9
FINAL,2013,SEA BASSES,MYCTEROPERCA GROUPERS,16745,24.7
FINAL,2013,SEA BASSES,OTHER SEA BASSES,38586,35.3
FINAL,2013,SEAROBINS,SEAROBINS,257646,28.4
FINAL,2013,SNAPPERS,RED SNAPPER,956,65.5
FINAL,2013,SNAPPERS,VERMILION SNAPPER,6483,51.1
FINAL,2013,TEMPERATE BASSES,STRIPED BASS,365141,18.6
FINAL,2013,TEMPERATE BASSES,WHITE PERCH,20751,68.6
FINAL,2013,TOADFISHES,TOADFISHES,313440,19.5
FINAL,2013,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,24075,68.6
FINAL,2013,TUNAS AND MACKERELS,KING MACKEREL,8868,54.2
FINAL,2013,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,108149,36.8
FINAL,2013,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,11281,22.5
FINAL,2013,TUNAS AND MACKERELS,SPANISH MACKEREL,685692,26.1
FINAL,2013,WRASSES,TAUTOG,10237,67.4
FINAL,2014,BARRACUDAS,BARRACUDAS,2358,58.4
FINAL,2014,BLUEFISH,BLUEFISH,5862762,12.8
FINAL,2014,CARTILAGINOUS FISHES,DOGFISH SHARKS,709206,29.4
FINAL,2014,CARTILAGINOUS FISHES,OTHER SHARKS,2260639,11.6
FINAL,2014,CARTILAGINOUS FISHES,SKATES/RAYS,2174316,16.7
FINAL,2014,CATFISHES,FRESHWATER CATFISHES,33816,59.4
FINAL,2014,CODS AND HAKES,ATLANTIC COD,4144,101.8
FINAL,2014,CODS AND HAKES,OTHER CODS/HAKES,12912,67.7
FINAL,2014,DOLPHINS,DOLPHINS,6731,55.9
FINAL,2014,DRUMS,ATLANTIC CROAKER,10347332,13.8
FINAL,2014,DRUMS,BLACK DRUM,1964749,27.2
FINAL,2014,DRUMS,KINGFISHES,6959625,18.2
FINAL,2014,DRUMS,OTHER DRUM,1276,59.4
FINAL,2014,DRUMS,RED DRUM,1086967,13.3
FINAL,2014,DRUMS,SILVER PERCH,561115,55.5
FINAL,2014,DRUMS,SPOT,4043710,12.5
FINAL,2014,DRUMS,SPOTTED SEATROUT,3949284,14.1
FINAL,2014,DRUMS,WEAKFISH,1067230,31.1
FINAL,2014,EELS,EELS,6732,69.7
FINAL,2014,FLOUNDERS,OTHER FLOUNDERS,3284076,9.1
FINAL,2014,FLOUNDERS,SOUTHERN FLOUNDER,267,101
FINAL,2014,FLOUNDERS,SUMMER FLOUNDER,5969,68
FINAL,2014,GRUNTS,OTHER GRUNTS,6463,47
FINAL,2014,GRUNTS,PIGFISH,2764971,16.8
FINAL,2014,GRUNTS,WHITE GRUNT,4406,51.6
FINAL,2014,HERRINGS,HERRINGS,432184,62.2
FINAL,2014,JACKS,BLUE RUNNER,33071,58.3
FINAL,2014,JACKS,CREVALLE JACK,126977,62.5
FINAL,2014,JACKS,FLORIDA POMPANO,1112888,21.8
FINAL,2014,JACKS,GREATER AMBERJACK,1935,56.3
FINAL,2014,JACKS,OTHER JACKS,314804,59.2
FINAL,2014,MULLETS,MULLETS,541680,40.5
FINAL,2014,OTHER FISHES,OTHER FISHES,2357925,10.6
FINAL,2014,PORGIES,OTHER PORGIES,8755,70.5
FINAL,2014,PORGIES,PINFISHES,19375477,10.7
FINAL,2014,PORGIES,RED PORGY,9145,51.2
FINAL,2014,PORGIES,SHEEPSHEAD,224062,20.4
FINAL,2014,PUFFERS,PUFFERS,558604,25.3
FINAL,2014,SEA BASSES,BLACK SEA BASS,5022908,15.6
FINAL,2014,SEA BASSES,EPINEPHELUS GROUPERS,6444,52.6
FINAL,2014,SEA BASSES,MYCTEROPERCA GROUPERS,23758,42.5
FINAL,2014,SEA BASSES,OTHER SEA BASSES,11984,53.4
FINAL,2014,SEAROBINS,SEAROBINS,107524,24.9
FINAL,2014,SNAPPERS,OTHER SNAPPERS,365,101.7
FINAL,2014,SNAPPERS,RED SNAPPER,9080,82.4
FINAL,2014,SNAPPERS,VERMILION SNAPPER,13232,55.1
FINAL,2014,TEMPERATE BASSES,STRIPED BASS,373740,26.8
FINAL,2014,TEMPERATE BASSES,WHITE PERCH,28894,53.7
FINAL,2014,TOADFISHES,TOADFISHES,305820,18.6
FINAL,2014,TRIGGERFISHES/FILEFISHES,TRIGGERFISHES/FILEFISHES,11282,50.9
FINAL,2014,TUNAS AND MACKERELS,KING MACKEREL,35075,92.8
FINAL,2014,TUNAS AND MACKERELS,LITTLE TUNNY/ATLANTIC BONITO,273165,38.5
FINAL,2014,TUNAS AND MACKERELS,OTHER TUNAS/MACKERELS,74169,50.9
FINAL,2014,TUNAS AND MACKERELS,SPANISH MACKEREL,814064,21.2
FINAL,2014,WRASSES,OTHER WRASSES,18996,94.6
